Sales_Order #,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,,,
000261813,12/12/2021,12,December,2021,36,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261814,12/12/2021,12,December,2021,37,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261815,12/12/2021,12,December,2021,47,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-650 Black, 44",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261816,12/12/2021,12,December,2021,18,Youth (<25),M,Germany,Hessen,Bikes,Road Bikes,"Road-250 Black, 52",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261817,12/12/2021,12,December,2021,28,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261818,12/12/2021,12,December,2021,33,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261819,12/12/2021,12,December,2021,43,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261820,12/12/2021,12,December,2021,52,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-250 Black, 58",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261821,12/12/2021,12,December,2021,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261822,12/12/2021,12,December,2021,34,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261823,12/12/2021,12,December,2021,33,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-250 Red, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261824,12/12/2021,12,December,2021,34,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-650 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261825,12/12/2021,12,December,2021,35,Adults (35-64),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261826,12/12/2021,12,December,2021,37,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261827,12/12/2021,12,December,2021,38,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261828,12/12/2021,12,December,2021,46,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261829,12/13/2021,13,December,2021,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261830,12/13/2021,13,December,2021,32,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261831,12/13/2021,13,December,2021,28,Young Adults (25-34),F,France,Moselle,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261832,12/13/2021,13,December,2021,29,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261833,12/13/2021,13,December,2021,27,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261834,12/13/2021,13,December,2021,35,Adults (35-64),F,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261835,12/13/2021,13,December,2021,37,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261836,12/13/2021,13,December,2021,40,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261837,12/13/2021,13,December,2021,44,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261838,12/13/2021,13,December,2021,49,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261839,12/13/2021,13,December,2021,54,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261840,12/13/2021,13,December,2021,69,Seniors (64+),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261841,12/14/2021,14,December,2021,33,Young Adults (25-34),F,Germany,Hessen,Bikes,Road Bikes,"Road-150 Red, 56",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261842,12/14/2021,14,December,2021,46,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261843,12/14/2021,14,December,2021,32,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261844,12/14/2021,14,December,2021,32,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-550-W Yellow, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261845,12/14/2021,14,December,2021,30,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261846,12/14/2021,14,December,2021,30,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Black, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261847,12/14/2021,14,December,2021,36,Adults (35-64),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 52",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261848,12/14/2021,14,December,2021,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261849,12/14/2021,14,December,2021,32,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261850,12/14/2021,14,December,2021,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261851,12/14/2021,14,December,2021,36,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261852,12/14/2021,14,December,2021,37,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261853,12/14/2021,14,December,2021,40,Adults (35-64),F,Germany,Hessen,Bikes,Road Bikes,"Road-150 Red, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261854,12/14/2021,14,December,2021,44,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261855,12/14/2021,14,December,2021,44,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261856,12/14/2021,14,December,2021,55,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261857,12/15/2021,15,December,2021,23,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 52",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261858,12/15/2021,15,December,2021,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261859,12/15/2021,15,December,2021,36,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261860,12/15/2021,15,December,2021,47,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-650 Black, 62",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261861,12/15/2021,15,December,2021,29,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261862,12/16/2021,16,December,2021,48,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 58",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261863,12/16/2021,16,December,2021,26,Young Adults (25-34),F,Germany,Hessen,Bikes,Road Bikes,"Road-250 Red, 58",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261864,12/16/2021,16,December,2021,29,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Black, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261865,12/16/2021,16,December,2021,33,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261866,12/16/2021,16,December,2021,38,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261867,12/16/2021,16,December,2021,18,Youth (<25),F,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261868,12/16/2021,16,December,2021,27,Young Adults (25-34),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261869,12/16/2021,16,December,2021,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261870,12/16/2021,16,December,2021,32,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261871,12/16/2021,16,December,2021,42,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261872,12/16/2021,16,December,2021,43,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261873,12/17/2021,17,December,2021,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261874,12/17/2021,17,December,2021,27,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 44",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261875,12/17/2021,17,December,2021,36,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261876,12/17/2021,17,December,2021,42,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261877,12/17/2021,17,December,2021,37,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261878,12/17/2021,17,December,2021,31,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261879,12/17/2021,17,December,2021,40,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261880,12/17/2021,17,December,2021,42,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261881,12/17/2021,17,December,2021,42,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261882,12/17/2021,17,December,2021,43,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261883,12/17/2021,17,December,2021,44,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261884,12/18/2021,18,December,2021,35,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261885,12/18/2021,18,December,2021,38,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261886,12/18/2021,18,December,2021,24,Youth (<25),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261887,12/18/2021,18,December,2021,26,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261888,12/18/2021,18,December,2021,26,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Red, 52",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261889,12/18/2021,18,December,2021,39,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261890,12/18/2021,18,December,2021,47,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261891,12/18/2021,18,December,2021,26,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261892,12/18/2021,18,December,2021,36,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261893,12/18/2021,18,December,2021,45,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261894,12/19/2021,19,December,2021,17,Youth (<25),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261895,12/19/2021,19,December,2021,19,Youth (<25),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Black, 44",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261896,12/19/2021,19,December,2021,24,Youth (<25),F,France,Garonne (Haute),Bikes,Road Bikes,"Road-250 Red, 44",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261897,12/19/2021,19,December,2021,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 38",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261898,12/19/2021,19,December,2021,35,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-100 Black, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261899,12/19/2021,19,December,2021,37,Adults (35-64),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 38",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261900,12/19/2021,19,December,2021,39,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261901,12/19/2021,19,December,2021,63,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261902,12/19/2021,19,December,2021,50,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261903,12/19/2021,19,December,2021,18,Youth (<25),M,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-500 Black, 40",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261904,12/19/2021,19,December,2021,56,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261905,12/19/2021,19,December,2021,38,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261906,12/19/2021,19,December,2021,39,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261907,12/19/2021,19,December,2021,57,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261908,12/20/2021,20,December,2021,33,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Black, 38",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261909,12/20/2021,20,December,2021,34,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261910,12/20/2021,20,December,2021,57,Adults (35-64),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261911,12/20/2021,20,December,2021,29,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Black, 52",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261912,12/20/2021,20,December,2021,33,Young Adults (25-34),M,France,Charente-Maritime,Bikes,Road Bikes,"Road-250 Black, 52",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261913,12/20/2021,20,December,2021,35,Adults (35-64),M,France,Loiret,Bikes,Road Bikes,"Road-150 Red, 52",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261914,12/20/2021,20,December,2021,42,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261915,12/20/2021,20,December,2021,43,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261916,12/20/2021,20,December,2021,27,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261917,12/20/2021,20,December,2021,35,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261918,12/20/2021,20,December,2021,35,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261919,12/20/2021,20,December,2021,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261920,12/20/2021,20,December,2021,43,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261921,12/20/2021,20,December,2021,51,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261922,12/21/2021,21,December,2021,26,Young Adults (25-34),M,France,Somme,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261923,12/21/2021,21,December,2021,23,Youth (<25),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261924,12/21/2021,21,December,2021,27,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261925,12/22/2021,22,December,2021,30,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261926,12/22/2021,22,December,2021,40,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 58",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261927,12/22/2021,22,December,2021,41,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261928,12/22/2021,22,December,2021,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261929,12/22/2021,22,December,2021,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261930,12/22/2021,22,December,2021,19,Youth (<25),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261931,12/22/2021,22,December,2021,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261932,12/22/2021,22,December,2021,27,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261933,12/22/2021,22,December,2021,28,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261934,12/22/2021,22,December,2021,29,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261935,12/22/2021,22,December,2021,41,Adults (35-64),M,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261936,12/22/2021,22,December,2021,42,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-650 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261937,12/23/2021,23,December,2021,29,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261938,12/23/2021,23,December,2021,23,Youth (<25),M,United States,Oregon,Bikes,Road Bikes,"Road-350-W Yellow, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261939,12/23/2021,23,December,2021,22,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261940,12/23/2021,23,December,2021,34,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 58",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261941,12/23/2021,23,December,2021,34,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261942,12/23/2021,23,December,2021,19,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261943,12/23/2021,23,December,2021,30,Young Adults (25-34),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261944,12/23/2021,23,December,2021,31,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261945,12/23/2021,23,December,2021,35,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261946,12/23/2021,23,December,2021,37,Adults (35-64),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
